text,label
i feel grumpy shine when i feel sad shine when i feel hopeless shine when i feel lost shine when i feel like god doesn t hear shine when i feel alone shine when i feel defeated shine regardless of how we feel those emotions will pass but the light we give will last,anger
i feel pathetic about my need to play oppression olympics,sadness
i feel that there are lot of varieties in sweet pastries that make people are killing their curiousity just to try them,love
i suppose as im not feeling so fabulous,joy
i feel like my kids are going to look at this and realize how completely horrible my grammar is and just decide to drop out of school,sadness
i was feeling all weepy about fa and im pretty sure that doug thought he made me upset,sadness
i feel that the concert was an amazing experience connecting with the older generations emotions and joyful memories of music they would listen too,surprise
i feel dirty at the sheer possibility of orally pronouncing my wishes for the universe to hear,sadness
when i felt alone and without love,sadness
i want to make people to feel liked and accepted be genuinely kind to everyone,love
i was feeling a longing to re visit the wedding dress i don,love
i have a feeling most other people would have been hesitant about taking them in,fear
i feel overwhelemd and amazed as this site burns deeper and deeper within my being,surprise
i have an amazing support system around me and i have so much help that when i feel overwhelmed that i have someone to ease my mind,surprise
i have this strange feeling that is was horrible and tragic and heartbreaking and that it will haunt him for the rest of his life,sadness
i want to marvel at the madness of the wannabes find someone sympathetic and feel my stomach turn as two over amorous types get friendly with one eye on messy satisfaction the other on the monetary value of an on screen fumble when they step out to a crescendo of boos,love
i feel shitty that i haven t given her that same treatment,sadness
i am now feeling more sympathetic to carb for cleaning up californias air quality,love
i was feeling shaken by the first,fear
i heard here his face has shown a laodi been exposed look of despair but the eye also emit a kind of hard to imagine the feeling shocked,surprise
i was so mad at feeling helpless and then having to fight back tears that i really was almost angry with him being so helpful,fear
im not sure how you go about fixing that but i feel like any psychiatrists reading this will be impressed right,surprise
im feeling much more fond of them since they sent me a little badge that says fellow on it but then im easily bought,love
i feel funny always giving the oh hubby blue wanted to be here so badly but he had to work,surprise
i have been feeling a bit stressed partly because i didnt feel well over the weekend overtired partly work and partly j,sadness
i cant help but feel a little confused at why some people would like that,fear
i have been feeling a return to pretty and this surely signals its comeback,joy
i am wrong and in effect the bad guy for voicing what i see hear and feel i am in ways stunned that you can so easily turn your back from me and pretend that this didnt matter and and didnt happen,surprise
im feeling pissed off with everything and anything that is around me,anger
i want to feel this joyful hopeful feeling as much as possible,joy
i would feel strange describing it but if anyone is interested let me know and i will add it,surprise
i was numb for years and later when i could feel i became terrified,fear
i feel a bit pissed off just writing about it,anger
ive a feeling they would have liked to pounce but for the traffic,love
i do remember the overall feeling is usually that the person is impressed with tarot with the cards accuracy or good advice,surprise
i feel unprotected though not resentful,sadness
i hate this because when i feel this way towards him i get so irritable and short with him but also sometimes with my kids,anger
i still woke up feeling horrible and argumentative with the one i love the most,sadness
i am left feeling less than impressed,surprise
i feel so uptight today,fear
i was feeling pretty gun shy about racing but i know i just need to get out there and do it,fear
im feeling drained as usual,sadness
i remember feeling tickled she called me but also hesitant to mention shes gone off,fear
i feel my inner happy present once again,joy
i feel like any time i spend with caitlin and liza watching anime or doing things the others arent fond of will be held against us again in the future,love
i feel my heart is in your hands your love is all that i demand so give me a chance to show you sweet romance a href http creativecommons,love
i feel like she hates me and i keep beating myself up over it because it was stupid of me to tell her anything,sadness
i feel comfortable that i am not far above a and would like some more,joy
i am feeling very lonely as i have no friends left now and pray help comes for holly soon,sadness
i feel alarmed at my incoherence,fear
i feel cute today,joy
i cant even imagine everything they have had to endure after being trapped for over two months or the myriad emotions they must be feeling now or the horror of being the last one but i am so thrilled for them for their families for the entire country of chile because they never gave up,joy
i was thinking about calling it katzenjammar after the kyuss song but that doesnt have the same sort of feeling of violent absurdity as my life,anger
i believed that never was going to be live this so many times that i was told no i was left feeling feeling very frustrated,anger
i cannot help but feel helpless against powerful forces that have been systematically killing their opposition for decades,fear
i feel so helpless and so unmotivated,sadness
i know how i feel where i am and where i hope to be so i can t say that i was surprised,surprise
i don t feel any sympathy for him for the ludicrous and or perverted situations he ends up in but i guess the calm scenes won me over at least a little though now that i stop and think about it i wonder what exactly naru is supposed to be gaining from associating with such a loser,surprise
i get the feeling when he leaves its gonna get more uptight,fear
i feel love funny videos fun jokes videos humor comedy videos free lotto extraterrestrial aliens link rel stylesheet type text css href http megalegit,surprise
i have a feeling my memory of reading at night we walk in circles will be a fond one,love
i shouldve come up with a plot and written a basic outline to follow before i started thats where i feel im troubled now,sadness
i feel the most helpless,fear
im feeling uncertain,fear
i am feeling not just the frustration and fear that comes up around supporting ben in our own little world here but also the full depth of all the implications of why it is this way as related to our current socio economic and political climate in this country at this time,love
i feel like not caring about hmwk and just enjoying my last days of slack,love
i feel meaner more spiteful more bitter less trusting less generous,anger
i feel so pissed off at the lack of help and support,anger
i really liked this feature because many times children tend feel overwhelmed at viewing so many problems all on one page,surprise
i feel are so ludicrous so abhorrent and unforgivable that no matter what they say or do i will never have any sort of respect for them as fellow humans,surprise
i make a tiny suggestion if your feeling overwhelmed frustrated or even hopeless,surprise
i have a weird feeling in my stomach a lump in my throat and an aching heart,sadness
i was feeling incredibly lethargic and anxious,sadness
i also got a new plate for my teeth yesterday so my front teeth feel all tender and bashed,love
i can t help feeling useless as i am unable to help around much here,sadness
i came up on miles i was starting to bonk out a bit and me left knee was starting to feel a bit aggravated,anger
i said before i may have a cold or the flu or feel overwhelmed by this situation or that but i am here and i am well,surprise
i am feeling a little bit bothered tonight,anger
i feel like i can never have my own up family a really sincere one,joy
im not feeling all that fabulous about friday this week,joy
i could literally feel my heart aching beating faster than hearts ever should,sadness
i have found my core i even painted it and it is a beautiful glowing warm place that i see and feel as this gorgeous orange energy,joy
i have always applied my foundation with my fingers using a brush just feels weird to me,fear
i feel like i cant go around him without being affectionate,love
i always feel that a generous coating of a href http missbudgetbeauty,love
i feel spectacularly foolish this time and more than a little embarrassed for my foolishness but i have spent the last hour reminding myself that i had the courage to take a chance and make a mistake,sadness
i feel the need to detail a few of the factions that im going to introduce in my savage odyssey prime game,anger
i feel like it he said looking back towards the curious boy,surprise
i am usually not feeling too inspired to write when i am deep in the middle of a shame spiral,joy
i have a really bad sore throat and im just feeling wimpy,fear
i sit here i feel burdened,sadness
i spent most of my time feeling unloved and unaccepted,sadness
i found it at columbiana grande malls belk in irmo sc which made me feel so much better than murfreesboros refer to a href http broken into beautiful,joy
i feel so impatient when youre around in body or of mind,anger
i feel scared than when i feel nothing,fear
i feel amazing about getting so much done at work today and i also came home and cleaned every inch of the house for my family whos coming in town tomorrow,surprise
i am feeling so overwhelmed and not sure what end is up posted in a href http www,surprise
i feel like a dog is hesitant i don t try to the touch him,fear
i feel that i understand the requirements but i am doubtful that i would want to pursue a major in that field as i dislike programming and it requires a good bit of additional math which i am not very knowledgable in,fear
i like the new rubios restaurants but the original has a cool san diego taco shop vibe that makes it feel like youve come to someplace special,joy
i think we will stay just busy enough that the feeling of loneliness and longing will be but a mere blip on the radar,love
im struggling with my emotions over this pregnancy and am worried about the upcoming u s and praying for a positive outcome and ive been so grateful for all that he has done and now i feel like he has hated every moment and just done it because he had to rather than wanted to help me,anger
im trying to get a feel for what they already know and i am impressed,surprise
i want people to have confidence that if they were in my chair they would leave looking and feeling amazing,surprise
i was seeing patients at the va why i had not been feeling so amazed,surprise
i was feeling a bit grumpy and feeling out of sorts my skin was bumpy and clumpy and i was agitated and jumpy,anger
i actually can feel a lot of energy in me supporting me to start amp finish this post,love
i just feel irritated,anger
i didn t want to feel with the one who gave me the ability to feel the fever broke,sadness
i tend to feel the urge when i m feeling broke or need a bit more cash catch really i play when i feel broke which causes me to lose what little cash i have,sadness
i feel like pinching myself because i cannot grasp the fact that a person outside of my family has remained so devoted so caring and so supportive of me i never thought i was special or worthy of anything but this relationship with jenifer is slowly proving that anorexic theory wrong,love
i attacked him with high sound i feel disgusted speaking when the chairperson of this meeting is a traitor,anger
ive never been hit with a x before but i imagine the feeling of stunned bewilderment and disorientation is somewhat similar to how i felt at that moment,surprise
i feel ashamed about that too,sadness
i was feeling really useless,sadness
i can feel free and be my self again,joy
i feel stunned and stranded left on a corner an empty backpack over my shoulder an empty lunch box in one hand the other hand that held my son s as we walked into school just plain empty,surprise
i woke this morning feeling extreemly melancholy and pessimistic,sadness
im not sure i feel horny at all,love
i love imperatives and maxims and bold assertions because i feel so unsure of anything lately,fear
i still feel that way but i have become convinced that there are still people who would actually like to help us get there and that i should shut up and be grateful,joy
i awoke feeling like a wreck my body aching all over,sadness
i started to play around with peoples feelings amp become absolutely heartless towards myself and others,anger
i feel the cavity already of the caring we shared before makes me wanna turn back time go and get whats mine let my love shine shine shine,love
i didnt know how to feel school was starting up and i was so excited,joy
i better treasure the feeling of loving to go to work while it lasts haha,love
i can feel an arguement comming on but i will be supportive whatever you want to do i will support you it doesnt mean that im gonna go out drinking or bring you up a bag to smoke but i will be supportive,love
i am feeling nostalgic about a year that was,love
i suffered the whole drive home feeling like a naughty yapping dog with one of those collars,love
i feel very rude when i don t answer such nice emails but i just literally don t know what to do about it,anger
im still kinda feeling apprehensive bout it cause i want it to end but i dont want it to end,fear
i feel a bit pressure because i need to be funny in a show,surprise
i feel sure therefore most of you will understand that i now need to focus on recovering as best i can the limited dexterity i enjoyed before this regrettable episode began,joy
i feel fearful and bummed out,fear
i feel that being a submissive fills the part of me that has been missing,sadness
i feeling overwhelmed sad or frustrated,surprise
im feeling indecisive about what i want to do with the rest of my life,fear
i feel if a client behaves in an unfriendly manner towards me,anger
i am feeling stunned by the news depressed despairing and highly anxious,surprise
i just finished a nice sandwich for breakfast and am feeling too mellow this christmas morning to panic about my smh deadline,joy
i always feel like we are on an episode of the amazing race whenever we try to find somewhere in mumbai as addresses are really just a rough guide and joachim invariably has to stop the car numerous times to jump out and ask for help which is not always very forthcoming,surprise
i just feel so unimportant sometimes even if im with all of my friends,sadness
i just cant seem to get into the flow of hanging out with a bunch of girl women who only want to feel a little bit naughty for watching cartoon porn,love
i feel your loving pull,love
i really hope she didnt just choose drew or chris by default because if i were either of them id be feeling pretty crappy right about now,sadness
i wonder if their strength in faith is similar to what i feel im sure it has been a part of their lives since birth and that what they have in their hearts is as strong or stronger than what i have,joy
i feel a bit less scared,fear
i feel afraid and failure is around me i know that you lord have never failed,fear
i feel really confused because i question myself a lot lately,fear
i have not been feeling too thankful in the past couple of days,joy
i really should have had a small protein shake after the workout as i was feeling physically very shaky,fear
i feel disillusioned and old,sadness
i realised how sick i was of working and feeling and being alone,sadness
i already know the truth and i feel rather threatened by what you re saying,fear
i woke today feeling a bit agitated after not sleeping much,fear
i feel stunned though my body loses its weight and begins ascending,surprise
i wanted to share with you one of my favorite recipes when you eat it you feel like you are being naughty but it really is good for you,love
i still think of myself as a good person but i know that when pushed past my limits or when i feel threatened different qualities of my personality come out as an offensive form of defense,fear
i feel it may still be a bit cold,anger
im already feeling shaky,fear
i feel threatened or intimidated by a macho guy,fear
i make sure i have one posted are teacher appreciation week back to school and christmas times i think people are feeling generous towards teachers,love
i didn t particularly enjoy because i feel weird forcing things onto people,fear
i feel like the cute little case is kind of hidden but,joy
i just want to feel contented though no one can be contented with what they have,joy
im feeling mildly depressed,sadness
i have learned in this past year at school is that i shouldnt feel scared of wearing something different than anyone would wear,fear
ive still got work to do before the end of the semester but i feel less intimidated by it,fear
i see this in the way she cares for me when i am not feeling well,joy
i walked out of the confessional and looked around feeling slightly dazed,surprise
i like the fact that there s faith even if it s not my faith and i feel my faith is respected said maha haroon a pre med undergraduate at creighton university in omaha who was born in pakistan and grew up in the united states,joy
i completed the swim in hour minutes and limped toward the swim to bike transition area feeling pleasantly surprised that my swim time was only around minutes slower than my typical training times over the same distance which was a massive lift to my spirits,surprise
i now feeling very uncomfortable on a personal level but i m beginning to wonder what s going on professionally,fear
i must confess that i can feel more like martha at times sometimes getting irritated and frustrated at others who don t seem to realise how hard i am working to try and make things look simple,anger
i frantically try to get it done and now feel frantic as i walk in the studio,fear
i know i havent been on in ages and i feel terrible about it but with school ending and graduation it has been a long few months,sadness
i feel like i am not affectionate enough,love
i had no idea that it could feel be a little love for each other and i hope that the week is over and so that you can hop again blessed with the kleinkinders,love
i never would have gotten some of the contracts done on time but it has also been profitable so i really can t complain even if i am feeling a tad overwhelmed,surprise
i look away then but i can feel his curious eyes on me as i try to find the words to explain,surprise
i still remember feeling so thrilled when i received hers and lilian s xmom comments on my blog because they were the very first visitors on my blog back then,joy
i still feel the happiness and stuff but ive just been in a really weird place,surprise
i just feel so utterly dismayed by the fact that i came here not to teach english but to discipline kids,sadness
i want them to want to live with me not feel tortured in living with me,fear
i feel strangely reluctant to return to being at its beck and call,fear
i feel like a freeloader so i was totally thrilled that he actually let me bring almost everything,joy
i am feeling pissed and frustrated and rather than burying those feelings under false positivity and optimism i want to embrace pissed and frustrated,anger
i feel kinda lame writting you an email but i guess ill have to get over that,sadness
i feel like my schooling is unimportant to my family,sadness
i started feeling rotten and took myself off to the hospital,sadness
i am feeling so gorgeous butt junk class bo recent posts i am feeling so gorgeous butt junk a href http hertightass,joy
i feel weird walking with such a flat platform when im used to mahooosive heels,surprise
i wanted to in some way to portray someone who feels hated by so many people around him completely separated from justice or any belief in fair treatment by the authorities,sadness
im feeling rebellious and im in the mood to be reckless and irresponsible,anger
i can do just to function at all i feel like i m just going through the motions and then i get overwhelmed,surprise
i feel like im never going to hear from you again he said and for some reason this surprised me,surprise
i feel dissatisfied when i think of him and smile,anger
i liked the feeling of belonging when i went to calvinettes and i liked that it was for fun not as stressful as catechism when you were supposed to have memorized answers to questions and i never had,love
i started to feel anxious,fear
i feel that i should stop supporting it altogether,love
im feeling tonight but the sweet summer air in me,love
im super happy with my weight loss progress and how i feel but i was surprised to calculate my current bmi and to find out that im now officially,surprise
i did do i know that something i was doing if not every tiny thing i accomplished paid off if even a little because my tummy feels like shaky jello and so do various parts of my body,fear
i also feel like a summer s eve product for being jealous of others when they experienced their moment,anger
i feel like i should just do this instead of going to the gym can someone tell me how much calories this burns just curious,surprise
i took off an extra day but will still get that miles for the week and today i am feeling fine,joy
i would feel like a horrible person,sadness
i have two very big tests to study for on the same stupid day grump ive got writing to do i still owe mandy something i promised to do for her a looooong time ago and the list can go on and on and on but thinking about it is making me feel a bit frantic so im going to stop now,fear
i never know what to do about that all i know is that today has been such a waste im starting to feel neurotic,fear
i tried to talk to my parents over the phone,sadness
i feel kind of wimpy already having mine on in march,fear
i feel not all that user friendly,joy
i feel like im being tortured for little reward or that no one is taking care of us or treating us like adults,anger
i feel i share to much of the hurt or sadness and fear i still feel every now and then on here,sadness
i get these intrusive thoughts mostly violent ones or sometimes sexual the sexual ones make me feel really agitated not pleasant at all whereas the violent ones don t tend to bother me,fear
i hope it makes you feel fine,joy
i skipped from on today i feel so rebellious somehow dorf knew,anger
i discovered an invisible treasure chest and i was able to pick its lock by feel alone im that good,sadness
i often feel i am the person of a reluctant pass jot the reason is patted namely chip when often have with respect to breakthrough fresh unfamiliar sealed challenge,fear
i also feel like their media acts as a release valve that helps their stress and anger get expelled in other ways than committing violent acts,anger
i hate shows to finish on ring acts just because i cant get excited about them and i like to leave a show feeling impressed,surprise
i will be leaving this place soon i already feel reluctant,fear
i only got sick or times during the months but there was still awful nausea dizziness and feeling exhausted the whole time,sadness
im comfortable anywhere from gaylandia to antarctica in jobs from the cubicle to the power plant and generally feel invigorated by lifes upsets not intimidated,joy
i feel amazing following this plan,surprise
i feel very honored to be invited,joy
i feel like quite the sweet thing in this a href http www,love
i feel are the most vital things as this regards to that,joy
i cant talk to people anymore without feeling uncomfortable,fear
i perceive holes in the time travel logic i either feel like the movie writers are dumb or i am dumb because maybe there arent holes but its just going above my head,sadness
i remember just feeling very curious to experience what would happen next and said aloud its going to be okay,surprise
i feel like i don t have much to be envious of,anger
im just feeling a bit shy going to the gym,fear
i wasn t to be posed no arched back etc my face was probably looking contorted etc but i wanted to draw anger and horror from the audience in a way that they would feel appalled at the scene,anger
i was feeling so helpless and wasnt able to spend as much time as i would ideally have liked to spent with him as i also had a tiny infant to look after,fear
im feeling shy to approach them,fear
i feel depressed,sadness
i feel more impatient about giving birth this time than i did with d,anger
i feel the desire to be creative its usually some form of sewing preferably quilting but ive sewn dresses for my daughters,joy
i feel like everyone does shocked horrified saddened and angry,surprise
i feel as though i have been distracted lately from the goals and things i have been needing to accomplish,anger
i suppose my dad likes using the ol make em feel stupid as hell method,sadness
i feel so blessed to have such a amazing support team behind me during this processs,joy
i woke up i felt well enough to drive home however i was still feeling awful about the way mark spoke to me on the phone,sadness
i guess they are just too busy preparing all of the money reparations demands from congress for all of the blacks in the us who are descendants of former slaves more than years ago and still feel victimized by ancient history,sadness
i just feel that things aint as sweet touching and passionate as before,love
ive been feeling very tender about samantha lately,love
i wanted my characters and my readers to feel that way and i looked carefully at the dreams and reservations agnes has where she gives in and what she gives up the feeling that her longing is more powerful than anything else,love
i feel surprised and disappointed and somewhat cranky,surprise
i am the voice of reason after a while i began feeling very offended by this comment,anger
i crave to feel that kind of love but can never picture myself again devoted to someone else like that,love
i feel i should blog some of them these are the entries i am most hesitant to post the downbeat ones when i wallow in despair,fear
i feel jealous rita,anger
i feel inhibited by carrying internal expectations that a pastor is supposed to be immune to doubt,fear
i feel like when we see that sweet baby face and hold our baby in our arms thats when well know with certainty what we want to name our child,joy
i found myself feeling disturbed and furious,sadness
ive been feeling all sorts of funny lately is that im coming off a huge reading funk,surprise
i feel so helpless because i dont understand how she can not feel beautiful each day,fear
i didnt know how to feel i didnt know what to say it just completely and utterly shocked me,surprise
id feel humiliated but now,sadness
im in florida now and i feel like im so kind of heartless bitch but i hate it,anger
im feeling very affectionate toward him at the moment,love
i am no longer editing or writing a fanzine so i no longer feel like wielding fake verbal superiority paraphrasing rollins there over someone elses work,sadness
i belittle my partners and make them feel worthless,sadness
i feel the two of us girls have finally hit our sweet spot,love
i feel sooooooooooooo damn curious abou wat happen on e day i fell sick,surprise
i feel saddened sympathetic,love
i feel the lack of romantic companionship more severely,love
im feeling it now my soul cries it aches for your laugh that sweet melodious voice it pains my dear,joy
i was feeling super gutsy with my fashion decisions i am a huge daisy duck and high heel fan so my kbe brought me the daisy back from his trip and klh brought me the minnie high heel from hers,joy
i finally woke up at am feeling all obnoxious and nervous and stuff waiting patiently for the clock to strike,anger
i ever feel furious that i think or do these things at all,anger
i feel i m not as innocent as a kid,joy
i feel like she gets more and more annoyed with me the more i try to talk to her,anger
im terrified of being in a relationship that actually feels real and im terrified of not knowing what will happen but fortunately enough i have him with me to ride out this journey so i know ill be okay,fear
im certain have no particular thoughts about my individual body does not seem to affect the fact that i feel humiliated and ashamed and especially if they have to lift my gown,sadness
i feel curious and i feel very blessed principally in that i seem to be provided with a pretty endless supply of colleagues even when they fall out of the tree like darling filmmaker derek jarman,surprise
i asked my hubby if he loved it as much as i did because its really good or if i was just loving it because im feeling pathetic,sadness
i don t want arguments to start or have feelings hurt,sadness
im feeling a little unsure of why theres been such a high turn over of managers and why mollie cant refer back to my previous emails for the details,fear
i visited where i didn t feel pressured by the salespeople,fear
i feel blessed to have had siblings to share all the holidays with,love
i didnt feel particularly gorgeous just a bit messy because of the wind posted minutes ago,joy
i feel like i can take without being offended but it still feels like they don t realize that i already gave them a lot,anger
i am feeling particularly irritable,anger
i am feeling a little discontent right now though,sadness
i find it difficult to feel truly compassionate for a grazing cow knowing that it could be on my plate tomorrow,love
i am very proud of all that you accomplished and i feel envious that you are running halfs like a year old,anger
i don t know why i feel so weird about this pagetitle daiidreams,surprise
i feel vain for all the photos of me floating around,sadness
i feel this gorgeous little retro cupcake heaven deserves a bigger mention particularly on a miserable monday cake cheers us all up,joy
i tend to feel like the most boring person in the universe,sadness
i feel awful about not posting for so long,sadness
i will not buy great big presents because i feel bad for not visiting people enough,sadness
i sit here on my couch ruminating over these texts wherein someone is spouting some truly spiritual crap my way in a manner to help me and in a manner to make himself feel smart im going dont be mean this is the best he has and it is helping in a way,joy
i have to turn the bass in my car way down or i feel horrendously obnoxious,anger
i wandered around upstairs feeling dismayed and fannish,sadness
i will spend my vacation on me no obligations no headaches no feeling like i am being emotional blackmailed into being three places at once,sadness
i still feel stunned some days,surprise
when the coach of our team degraded me to the second team,anger
i feel how ive always felt and its rather unfortunate because in todays society ive lost all hope in this idea of love and romance exists now or perhaps ever,sadness
i love the tingly feeling i get when handing them out cause everyone is impressed,surprise
im feeling a little sweet tooth ish,joy
i wouldn t feel all weird and different in certain ways,surprise
i feel myself becoming impatient,anger
i am feeling vicariously and a few things have shaken out of my mind tree,fear
i want my children to rejoice in the death of people even evildoers or to feel compassionate for the souls of mankind,love
im feeling pretty anxious,fear
i woke up later feeling slightly resentful towards boy meets world and bagels the handwriting packet is done which leaves only an arabic story to be read and summarized before homework for the day can be called complete,anger
im not sure if i just feel vulnerable out there on my own or what,fear
i can camwhore when i feel like it and take valuable precious photographs so that i can blog,joy
i feel that if this can be fine tuned then we may have cause for optimism in the near future,joy
i feel that not enough praise has been given to noomi rapaces brave and fierce lead performance as dr elizabeth shaw,joy
i ever feel that i cannot which is doubtful since i can damn well stand up for myself,fear
when i knew that a person who i didnt like,anger
i used one skein of salt and pepper on a quick patter christin gave me you cant quite see it but there is a row of holes down the center that make it feel even more delicate,love
i am feeling as though i am doing something worthwhile and rewarding i dont feel the need to stay home and hide out with my laptop so much,joy
im feeling relaxed,joy
i feel so thankful for him,joy
i feel like these are the perfect summer staple,joy
i think she is very brave for producing of day of night as i can imagine there would be many in the film industry as well as those in the traditional linear wrtting industry who would in megans words feel fearful or threatened by the unknown what do you think,fear
i was interested and glad to see that emma is no longer feeling threatened by gabe,fear
i don t feel particularly reassured by my conclusion though,joy
i still feel so overwhelmed and dont know where to begin,fear
i am feeling devoted to being a walking billboard now even though when i see other walking billboards i feel somewhat annoyed,love
i worry that this is the comfort zone people speak of and that i have fallen into it as every time i think of leaving the company for other opportunities i feel slightly reluctant,fear
i feel exhausted a href http sweets,sadness
i heard of everything he said instead of feeling disgusted by what she did i am disgusted with what the boy is doing,anger
ive been feeling especially hostile toward my roommate josh too and i cant precisely pinpoint why which is odd normally he gives me plenty of valid specific reasons to hate him,anger
i apologise i really shouldn t be thinking that but it just makes me feel that the person isn t taking into consideration the fact that we need to watch other videos to it s called supporting our subscribers does it make me a bad person thinking and feeling this,love
i had to get her to stop because ellie was starting to feel insulted but then dorothy ellie s mom put the pacifier in her own mouth and spit it out at intervals again to the amusement of my silly little girl,anger
being insulted by my roommate she is in the english class,anger
i just feel unhappy,sadness
i think if i do that my feet might have a chance to heal and once i am pain free again i will be able to be more active and not feel so crappy because of being in pain every day and if i carefully track and keep my carbs under i believe i will continue to lose,sadness
i product in past make your skin feel irritated because it causes skin sensation but now b only let your feel warm in are in need try it on your palm which not a targe of fat so would not have any warm feeling,anger
i feel like i m endorsing her vile treatment of others every time i say hello to her,anger
i couldn t help feeling alarmed,fear
i feel the hand of god gentle on my shoulder,love
i did feel slightly ashamed for thinking how much i liked it,sadness
i could picture myself there in maine feeling lost as the new kid in school desperately wanting my fathers attention,sadness
i am very intrigued by the evolution of her powers i feel that we will be surprised,surprise
i tried it the other day and my brushes look and feel amazing,surprise
i want to be me on my blog but i feel so scared,fear
i love that dexter always makes me feel gorgeous in my bikini because hes always checking me out hes all over me he cant shut up about how hot beautiful i look well its like that all the time bikini or no bikini but its overload at the beach,joy
i just have a lot more confidence and that feels really cool he continued,joy
i kinda feel like a lame ass bored housewife minus the whole stay home and be a housewife thing,sadness
i can t help but feel a strange empathy for him,surprise
i feel that i have accepted gods gift and am doing all i can to follow god but what about my children,love
i feel that i bumble my way through my blog posts and am amazed that anyone reads them,surprise
i feel just a little bit stunned at how much i liked it,surprise
ill feel loved,love
i feel as though that people must know about this strange journey i went through,surprise
i feel insecure because the world tells me i have to be someone else despite the recent do you phenonmenon unraveled by a subculture of youngster rapscallions and twentysomethings,fear
i just feel like an idiot of the time and im pretty sure ill be demoted at the end of this summer season,joy
i was feeling so insecure and as i began to thank god i felt my confidence come back,fear
i am at a point where i feel i can say with some certainty that i am not suffering postpartum depression again,sadness
i feel another violent daydream coming up and i bet it has something to do with me getting my hands on a saint just costume,anger
i feel like if i just keep doing the day challenge lists in a row it could be boring to write about the same thing even though i feel it is an important subject and there are so many other things i feel the need to share,sadness
i feel like i wrote because the only way my feelings were resolved were if i wrote them out rather than acting on them,joy
i feel amazing i dont get tired,surprise
i feel shocked to have been treated in this way she says,surprise
i feel solemn in the rain i feel that it would wash all the stains that is made and engraved to my soul,joy
i was feeling up to going outside and enjoying the sweet summer sunshine,joy
i still feel passionate about my work,joy
i think im feeling a bit less uncertain today,fear
i get the feeling that im not doing anything worthwhile and im just wasting my time,joy
i feel as though loving cheese is a curse and a blessing because as i am indulging in a gourmet chunk of cheese i am simultaneously feeling joy and guilt,love
i have a feeling that this is going to be a polarizing movie with some people really liking it and others being angered by the things i identified above,anger
i first tried out romeo i chose country and i m feeling naughty,love
i feel other possibilities sdeffaniiy jennafer temptest delicate deskek walaniga hailee dayzeh dillie mae brokk aidez pronounced eye dez wama alaneu poet i almost cried reading your answer i m crying a href http www,love
i would pick up something new while feeling overwhelmed,fear
i feel like a lot of hot butter,love
i do feel like if something is funny and feels original and its something people can tap into its kind of a great format,surprise
i feel that i am being mentally tortured,fear
i feel a bit frightened that i feel better than most other people do at this point,fear
i feel like im being punished and im never getting out,sadness
when i saw a tv programme on animals in the film world mistreated and used,anger
i feel like im more unsure of my life then i was a year ago,fear
i and is one of those great books that prompt mixed feelings love amongst melancholy hate amongst admiration is that even possible,sadness
i used to think that my life was a movie but i feel like if any movies were like real life they would be boring,sadness
i love the feeling of this city i loved the people here it is absolutely delightful,love
im feeling skeptical about it but yeah hopefully ill make it cuz i suck at back crawl even if its for a mere m,fear
i am discouraged and succumb to self pity but mostly i feel honored and incredibly grateful for our journey,joy
i have studied logic and ethics and i know with certainty that the motivation of feeling superior is not an excuse for judgement finger pointing and its eventual consequence hatred and in this case homophobia,joy
i live feels like this strange little pocket dimension pushed off to the side,fear
i feel distracted by other stuff as well as that,anger
i feel it has damaged your relationship with tygerman and ours with each other,sadness
i hope my analysis has allowed expectant mothers to feel ok about whatever they are experiencing emotionally during pregnancy which is a major transitional time,joy
i told him that he complains too much but when he is venting to me i feel like i have to listen quietly even if i disagree with his position because thats what supportive girlfriends do,love
i love the vintage feel to it clever lady,joy
i still remember your project which you rushed until you feel very stressed out,anger
i feel vulnerable because i hate any kind of public speaking and teaching classes gives me a little anxiety,fear
i remember being a little nervous after the blessing almost feeling more nervous than i did before the blessing was given,fear
i thought maybe i could ask the girl called takauchi to tour me around the city since i still don t know it but it may feel kind of rushed and may creep her out,anger
i feel more and more discontent,sadness
when somebody behaves like a scoundrel recently a colleague of mine used the name of another one for his own benefit,anger
i don t feel as fearful of people s ideas of who i am,fear
i feel like i just got accepted into college again days ago,love
i feel a longing like that for my writing to be published and there are days when that longing is oppressive writing one of my true loves my lack of publication like a bee sting that wont stop stinging,love
i don t feel overwhelmed by the recipes i feel that i need to make,surprise
i remember feeling quite ecstatic when i first understood how you could build beautiful extended chords by stacking up major and minor rds,joy
i am trying to redirect myself in the fact i feel miserable and i am crabby with myself right now,sadness
i feel embarrassed that after all of my essentially complaining on this blog ive just returned to do the same roles again,sadness
i know that priests sisters and brothers can feel frustrated,anger
i am trying to keep a good attitude about it and look at the blessings of a walking trail so close but i admit i am feeling anxious about it,fear
i feel throughout the days without antidepressants i really need to get to bed because my body now requires ludicrous amounts of sleep in order to function at a fraction of the normal rate,sadness
i love amnesia because i love the feeling of being scared,fear
i realise that everyone surrounded the food so i feel kinda bashful to take the picture of the food one by one in front of all of them,fear
i could go on for pages about how i feel i ve been wronged,anger
i know im an absolute fruit loop but i actually feel most festive at this time of year,joy
i always feel weird,fear
i began to feel a little anxious about may almost being over as obviously time is running out amp to be honest im just plumb out of excuses,fear
i feel kinda stunned,surprise
